cuisine,recepies,ingredients
South Indian Recipes,Sabsige Soppu Kootu (Dill Leaf Curry) Recipe,"['dill leaves', ' coconut', ' arhar dal', ' aloo chopped', ' raw peanuts', ' black pepper powder', ' white urad', ' green chilli', ' jaggery powdered', ' salt', ' red chillies', ' curry leaves', ' mustard seeds', ' sunflower oil']"
South Indian Recipes,Climb Broth Recipe | Two Tamarind Broth | Bearing Coconut Surrey,"['carrots', ' green bell pepper capsicum', ' drumstick', ' tamarind water', ' salt', ' coconut', ' red chillies', ' seeds fenugreek seeds', ' white urad', ' mustard seeds', ' curry leaves', ' coconut oil']"
North Indian Recipes,Coriander Chicken Roast Recipe,"['chicken', ' red chilli powder', ' garam masala powder', ' turmeric powder haldi', ' salt', ' ginger garlic paste', ' coriander dhania', ' sunflower oil']"
North Indian Recipes,Sweet & Spicy Amla Chutney Recipe,"['amla', ' cumin seeds', ' mustard seeds', ' curry leaves', ' red chilli powder', ' asafoetida', ' jaggery', ' salt', ' sunflower oil']"
Indian,Nariyal Ki Kheer Recipe - Coconut Pudding,"['coconut', ' milk', ' sugar', ' cardamom powder', ' badam almond', ' cashews', ' pistachios chopped', ' saffron strands pinch']"
Indian,Curd Oats Recipe,"['oats oatmeal', ' water', ' curd dahi', ' ginger', ' chilli', ' salt', ' sunflower oil', ' chana dal', ' mustard seeds', ' curry leaves', ' asafoetida']"
North Indian Recipes,Chana dal and fenugreek vegetable recipe,"['chana dal', ' seeds fenugreek seeds', ' water', ' cumin seeds', ' mustard seeds', ' asafoetida hing', ' curry leaves', ' red chilli powder', ' turmeric powder', ' dry mango powder', ' coriander powder', ' salt salt', ' sunflower oil oil']"
South Indian Recipes,Kollu Thogayal Recipe (Horsegram Chutney),"[' chana dal', ' white urad', ' coconut', ' red chilli', ' sunflower oil', ' mustard seeds', ' curry leaves', ' turmeric powder haldi', ' salt', ' water']"
Italian Recipes,Herbed Focaccia Bread Recipe,"['all purpose flour', ' wheat flour', ' extra virgin olive oil', ' dry yeast', ' honey', ' milk', ' salt', ' herbs oregano', ' garlic']"
South Indian Recipes,Thengai Paal Sadam Recipe - Coconut Milk Pulao,"['golden harvest sona masuri rice', ' onion', ' green chillies', ' garlic', ' ginger', ' cloves', ' fennel seeds', ' star anise', ' bay leaf', ' coconut milk', ' mint leaves', ' salt', ' ghee', ' ghee', ' cashew nuts']"
Indian,Makki Paneer Pakora Recipe,"['sweet corn mashed', ' paneer cottage cheese', ' onion', ' coriander dhania', ' curry leaves', ' flour', ' salt', ' sunflower oil', ' fennel seeds', ' green chillies', ' ginger']"
Italian Recipes,"Italian Open Toast Recipe With Grilled Ham, Cheese & Olives","['brown bread', ' chicken ham', ' pizza and pasta sauce', ' dill leaves', ' cheese', ' black olives halved', ' extra virgin olive oil', ' salt', ' black pepper powder']"
South Indian Recipes,Godhumai Idli Recipe (Instant Whole Wheat Flour Idli),"['curd dahi yogurt', ' wheat flour', ' enos fruit salt', ' sesame gingelly oil', ' salt', ' ghee', ' chana dal', ' cumin seeds', ' black peppercorns', ' cashew nuts', ' mustard seeds', ' curry leaves', ' chilli']"
Indian,Habshi Halwa Recipe,"['milk cream', ' lemon salt', ' white vinegar', ' all purpose flour', ' ghee', ' sugar', ' cardamom powder', ' saffron strands', ' cocoa powder unsweetened', ' almonds badam']"
Indian,Ragi Badam Soup Recipe - Finger Millet Almond Soup With Vegetables,"['ragi flour finger millet', ' onion', ' ginger', ' carrots', ' green beans french beans', ' badam almond', ' salt', ' black peppercorns', ' cumin powder', ' ghee']"
Continental,Strawberry Compote Galette Recipe,"['all flour', ' butter unsalted', ' salt', ' sugar', ' water chilled', ' strawberries', ' corn flour', ' sugar', ' vanilla extract', ' egg', ' sugar']"
Indian,Brinjal Capsicum Sabji Recipe,"['brinjal', ' green bell pepper capsicum', ' garlic', ' asafoetida hing', ' green chillies', ' tomato', ' turmeric powder', ' red chilli powder', ' coriander powder', ' garam masala powder', ' salt', ' coriander dhania', ' sunflower oil']"
South Indian Recipes,Ulva Charu Recipe - Speci Andhra Horse Gram Rasam,"['horse', ' onion', ' tomato', ' green chillies', ' red chillies', ' coconut', ' leaves', ' turmeric powder haldi', ' salt', ' sunflower oil', ' sunflower oil', ' mustard seeds', ' curry leaves', ' white urad', ' red chilli']"
Indian,Dudhi Dal Gosht Recipe-Mutton With Bottle Gourd & Lentils,"['gourd', ' mutton', ' chana', ' arhar', ' tomato', ' onions', ' mango powder', ' cinnamon stick', ' bay leaf', ' black peppercorns', ' cardamom', ' cumin seeds', ' sunflower oil', ' ghee', ' mint leaves', ' salt', ' ginger garlic paste', ' red chilli powder', ' cumin powder', ' coriander powder', ' turmeric powder', ' coriander']"
Continental,Beetroot Soft Tart Recipe,"['all flour', ' dry yeast', ' salt', ' sugar', ' milk powder', ' milk lukewarm', ' butter', ' cubed', ' carrot', ' onion', ' cabbage patta', ' green bell pepper capsicum', ' salt', ' red chilli powder', ' oregano', ' del', ' mozzarella cheese', ' sunflower oil', ' butter']"
North Indian Recipes,Tawa Paneer Masala Recipe,"['cottage cheese cubes', ' fenugreek leaves', ' red chilli powder', ' turmeric powder haldi', ' salt', ' sunflower oil', ' cumin seeds', ' carom seeds', ' onions', ' garlic paste', ' green chillies', ' coriander powder', ' tomato puree', ' seeds roasted', ' cream', ' garam masala powder']"
Continental,Delicious Strawberry Tea Cake Recipe,"['butter', ' brown sugar demerara sugar', ' whole wheat flour', ' all purpose flour', ' baking powder', ' egg egg', ' milk', ' vanilla extract', ' strawberries']"
Continental,"Carrot, Sweet Potato, Mushrooms Fritters Recipe","['carrots', ' potatoes', ' onion', ' mushrooms', ' tofu', ' oats flour', ' coriander', ' cumin seeds roasted', ' sunflower oil', ' salt and pepper', ' sunflower oil']"
Indian,Mango Rice Recipe,"['coconut', ' mango', ' red chilli', ' mustard seeds', ' white urad', ' raw peanuts', ' asafoetida hing', ' turmeric powder haldi', ' curry leaves', ' jaggery', ' salt', ' rice', ' water', ' sunflower oil', ' asafoetida']"
Indian,Fish Sukka Recipe - Fish With Spicy Masala Filling,"['fish pompano', ' ginger garlic paste', ' turmeric powder', ' red chilli powder', ' sunflower oil', ' coriander', ' lemon juice', ' green chillies', ' salt', ' coriander dhania seeds', ' cloves', ' black peppercorns', ' black cardamom', ' cinnamon stick', ' poppy seeds', ' coconut', ' red chilli powder', ' onion']"
South Indian Recipes,Up to Rice Pongal Recipe -Kodo Millet Pongal,"['kodo millet', ' green moong dal', ' water', ' turmeric powder', ' salt', ' ghee', ' sesame', ' cumin seeds', ' black peppercorns', ' ginger', ' curry leaves']"
North Indian Recipes,No Onion No Garlic Black Eyed Beans Curry Recipe,"['beans', ' sunflower oil', ' mustard seeds', ' cumin seeds', ' asafoetida hing', ' turmeric powder', ' coconut', ' groundnut powder', ' malabar tamarind', ' jaggery', ' maharashtrian goda masala', ' red chilli powder', ' salt']"
Continental,Tomato & Beetroot Soup Recipe,"['tomatoes', ' onion', ' beetroot', ' garlic', ' black peppercorns', ' cinnamon stick', ' cloves', ' cardamom', ' butter', ' sunflower oil', ' water', ' milk', ' salt']"
Indian,Curd Rice Recipe With Mint Flavour,"['rice', ' curd dahi yogurt', ' mint leaves', ' sunflower oil', ' milk', ' ginger', ' carrot', ' coriander', ' salt', ' mustard seeds', ' chilli', ' asafoetida', ' curry leaves']"
North Indian Recipes,Doli Ki Roti Recipe | Classic Sourdough Bread Recipe from Multan,"['brown cardamom', ' fennel seeds', ' chana dal', ' poppy seeds', ' sugar', ' water', ' wheat flour', ' wheat flour', ' sugar', ' salt', ' lukewarm water', ' sunflower oil', ' chana dal', ' salt', ' red chilli powder', ' coriander powder', ' garam masala powder', ' turmeric powder haldi', ' ginger', ' onion', ' water']"
North Indian Recipes,Bhuna Murgh Recipe,"['chicken', ' onion', ' tomato', ' cashew nuts paste', ' garlic', ' ginger', ' green chillies', ' red chilli powder', ' coriander powder', ' turmeric powder', ' garam masala powder', ' lemon juice', ' bay leaf', ' carom seeds', ' cardamom', ' star anise', ' black peppercorns', ' cloves', ' black cardamom', ' cinnamon stick', ' fenugreek leaves', ' ghee', ' salt']"
North Indian Recipes,Ram Ladoo Recipe,"['yellow moong dal', ' chana dal', ' green chillies', ' ginger', ' coriander', ' salt', ' radish', ' chaat masala', ' mint leaves', ' coriander', ' garlic', ' ginger', ' dry mango powder', ' salt', ' green chilli']"
Continental,Carrot Bran Breakfast Muffin Recipe,"['all purpose flour', ' whole wheat flour', ' wheat bran', ' baking powder', ' baking soda', ' cinnamon powder', ' salt', ' milk', ' sunflower oil', ' honey maple syrup', ' vanilla extract', ' egg', ' carrots', ' orange marmalade jam', ' grand marnier']"
North Indian Recipes,Mutton Galouti Kebab Recipe,"['mutton', ' papaya paste', ' cumin powder', ' coriander powder', ' garam masala powder', ' onion', ' ginger garlic paste', ' black pepper powder', ' flour', ' mint leaves', ' lemon juice', ' salt', ' ghee', ' sunflower oil']"
South Indian Recipes,Sabbakki Rava Idli Recipe- Sabudana Rava Idli,"['sooji semolina', ' mustard seeds', ' cumin seeds', ' chana dal', ' black urad', ' cashew nuts', ' curry leaves', ' ginger', ' green chillies', ' asafoetida', ' sunflower oil', ' coriander dhania', ' enos fruit salt', ' tapioca pearls', ' curd dahi yogurt', ' salt', ' sunflower oil']"
Continental,Cabbage Slaw with Ginger Tahini Dressing Recipe,"['water', ' tahini', ' lemon juice', ' mustard sauce', ' tabasco original hot sauce', ' honey', ' ginger', ' red chilli flakes', ' red cabbage', ' cabbage patta', ' carrots', ' beetroot', ' mint leaves', ' peanuts']"
Indian,Cabbage and Methi Paratha Recipe,"['wheat flour', ' oats oatmeal oat bran', ' cabbage patta', ' onion', ' red chilli powder', ' carom seeds', ' curd dahi yogurt', ' salt', ' sunflower oil']"
South Indian Recipes,Panchratan Dal Paniyaram Recipe,"['barnyard millet', ' chana dal', ' arhar dal', ' green moong', ' white urad', ' pink', ' onion', ' green chillies', ' curry leaves', ' black urad', ' mint leaves', ' ginger', ' salt', ' asafoetida', ' sunflower oil']"
North Indian Recipes,Mixed Vegetable Noodle Cutlet Recipe,"['vermicelli noodles thin', ' aloo boiled', ' carrot', ' green bell pepper', ' classic mayonnaise', ' tomato salsa', ' cheese', ' salt', ' black pepper powder', ' brown bread', ' oat bran', ' virgin olive oil']"
Indian,Cabbage & Dal Stuffed Paratha Recipe,"['wheat flour', ' sunflower oil', ' water', ' salt', ' cabbage patta', ' yellow moong', ' green chillies', ' onion', ' garlic', ' cumin seeds', ' turmeric powder', ' red chilli powder', ' ghee', ' salt']"
South Indian Recipes,Lemon Rice Recipe - Illuminated plain / pictured,"['rice', ' mustard seeds', ' white urad', ' raw peanuts', ' curry leaves', ' ginger', ' green chillies', ' turmeric powder', ' salt', ' sesame', ' coriander']"
North Indian Recipes,Cheesy Paneer Masala Curry Recipe,"['paneer cottage cheese', ' tomato puree', ' britannia cheese', ' onions', ' ginger', ' garlic', ' black cardamom', ' turmeric powder', ' red chilli powder', ' garam masala powder', ' honey', ' salt', ' fenugreek leaves', ' sunflower oil']"
North Indian Recipes,Chicken Tikka Masala Recipe,"['chicken', ' curd dahi yogurt', ' cumin powder', ' coriander powder', ' turmeric powder', ' ginger', ' garlic', ' red chilli powder', ' fenugreek leaves', ' salt', ' onion', ' tomato', ' cashew nuts', ' cumin powder', ' coriander powder', ' cloves', ' cinnamon powder', ' cardamom powder', ' cream', ' butter unsalted', ' sunflower oil', ' salt']"
Continental,Khus And Cucumber Mojito Recipe,"['cucumber', ' lemon juice', ' sugar syrup', ' khus syrup', ' aerated water soda water', ' ice', ' mint leaves', ' lemon', ' cucumber']"
Italian Recipes,Pizza Margherita Recipe,"['wheat flour', ' extra virgin olive oil', ' dry yeast', ' sugar', ' oregano', ' mozzarella cheese', ' pizza and pasta sauce', ' italian seasoning', ' basil leaves']"
Continental,Eggless Traditional Christmas Cake Recipe - Vegan Options,"['raisins', ' prunes', ' apricots', ' chopped', ' figs', ' 150 ml rum', ' orange juice', ' orange zest rind', ' all purpose flour', ' baking powder', ' butter unsalted', ' sugar demerara sugar', ' almond meal', ' cinnamon powder', ' cloves', ' ginger powder', ' badam almond', ' flax seed flax', ' water']"
Continental,Devil Chicken Recipe,"['chicken', ' tomato pasta sauce', ' worcestershire sauce', ' ginger', ' brown sugar demerara sugar', ' garlic', ' onion', ' red chilli flakes']"
Continental,Open Toast Macaroni Recipe,"['brown bread', ' butter', ' macaroni pasta', ' butter', ' all purpose flour', ' milk', ' thyme leaves', ' black pepper powder', ' tomato pasta sauce', ' cheese', ' salt', ' basil leaves']"
South Indian Recipes,Foxtail Millet Nippattu Recipe,"['foxtail millet flour', ' rice flour', ' flour', ' peanuts roasted', ' red chillies', ' dessicated coconut', ' cumin seeds', ' sesame seeds seeds', ' dill leaves', ' asafoetida hing', ' butter', ' water', ' salt', ' sunflower oil']"
Indian,Makhana Moongphali Kadhi With Samvat Rice Recipe,"['curd dahi yogurt', ' singoda flour water chestnut', ' phool makhana seeds', ' roasted peanuts moongphali powdered', ' salt', ' red chilli powder', ' sugar', ' ghee', ' cinnamon powder', ' red chilli', ' curry leaves', ' cumin seeds', ' mustard seeds', ' roasted peanuts', ' roasted', ' coriander', ' cumin seeds', ' cinnamon stick', ' cardamom', ' cloves', ' black peppercorns', ' ginger', ' green chilli', ' curry leaves', ' coriander', ' raw peanuts', ' aloo peeled', ' cashew nuts', ' raw peanuts', ' ghee', ' water', ' salt']"
Indian,Hariyali Machali Recipe - Carp Fish In Green Spinach And Coriander Gravy,"['carp fish', ' ginger paste', ' garlic', ' onion', ' tomato', ' red chilli', ' red chilli powder', ' masala powder', ' cumin seeds', ' mustard oil', ' spinach', ' coriander dhania', ' green chilli', ' black pepper powder', ' salt']"
Continental,Healthy Vanilla Chocolate Chip Breakfast Muffins Recipe,"['oats oatmeal', ' buckwheat flour kuttu ka', ' bananas mashed', ' peanut butter', ' maple syrup', ' vanilla extract', ' baking powder', ' kala', ' enos fruit salt', ' salt', ' chocolate chips']"
South Indian Recipes,Avarekalu Usli Recipe,"['avarekai beans', ' onion', ' green chilli', ' turmeric powder', ' coconut', ' cumin seeds', ' mustard seeds', ' white urad', ' red chillies', ' curry leaves', ' coriander dhania', ' sunflower oil', ' salt']"
Continental,Savory Melon Salad Recipe - Spiced with Ginger & Mint,"['cubes', ' musk melon', ' cucumbers', ' mint leaves', ' virgin olive oil', ' lemon lemons', ' honey', ' ginger', ' original hot sauce drizzle', ' salt']"
North Indian Recipes,Golgappa Chaat Recipe,"['sooji semolina', ' all purpose flour', ' sunflower oil', ' cumin powder', ' red chilli powder', ' green chutney coriander mint', ' sweet chutney date tamarind', ' coriander', ' mint leaves', ' aloo boiled', ' chana brown chickpeas sprouted', ' curd dahi yogurt', ' sugar']"
North Indian Recipes,Patta Gobi Sabzi Recipe - Cabbage Tomato Sabzi,"['cabbage', ' mustard seeds', ' cumin seeds', ' green chillies', ' tomatoes', ' turmeric powder', ' coriander powder', ' red chilli powder', ' salt', ' sunflower oil', ' coriander']"
Indian,Methi Matar Pulao Recipe - Fenugreek Green Peas Pulao,"['green peas steamed', ' rice', ' methi', ' cumin seeds', ' ginger', ' green chillies', ' coconut milk', ' turmeric powder', ' cloves', ' cardamom', ' cinnamon stick', ' bay leaf', ' ghee sesame oil', ' salt']"
Indian,Masoor Dal And Palak Khichdi Recipe,"['rice', ' dal', ' spinach leaves palak', ' ginger', ' asafoetida hing', ' panch phoran', ' cinnamon', ' bay leaf', ' turmeric powder', ' cardamom', ' green chillies', ' tomatoes', ' ghee', ' salt']"
Continental,Ginger Brandy Cookie Recipe,"['all purpose flour', ' salt', ' baking powder', ' ginger powder', ' cinnamon powder', ' butter softened', ' sugar', ' honey', ' eggs', ' brandy']"
South Indian Recipes,Potato Sagu Recipe for Rava Idli,"['aloo boiled mashed', ' onion', ' green chillies slit', ' ginger', ' curry leaves', ' mustard seeds', ' white urad', ' chana dal', ' asafoetida hing', ' turmeric powder', ' coriander powder', ' coriander', ' sugar', ' lemon juice', ' salt', ' sunflower oil']"
Italian Recipes,Mixed Vegetable Spaghetti Pasta Recipe,"['del', ' onion', ' tomatoes', ' green bell pepper capsicum', ' corn', ' ginger garlic paste', ' extra virgin olive oil', ' green chilli sauce', ' tomato pasta sauce', ' red chilli flakes', ' italian seasoning', ' salt']"
Italian Recipes,Mascarpone Fruit Dessert Recipe,"['mascarpone cheese', ' honey', ' sugar', ' vanilla extract', ' strawberries', ' kiwi', ' bananas', ' raspberries', ' blueberries', ' thins']"
South Indian Recipes,Nagli Rao Upma Recipe - Healthy Ragi Rao Upma Recipe,"['ragi rava', ' carrot', ' green beans french beans', ' cauliflower gobi florets', ' garlic', ' ghee', ' sunflower oil', ' mustard seeds', ' cumin seeds', ' curry leaves', ' ginger', ' asafoetida hing', ' roasted peanuts', ' green chillies', ' mint leaves', ' lemon juice']"
